Date,Year,Month,Region,CustomerSegment,Channel,Category,SubCategory,Product,Quantity,UnitPrice,DiscountRate,Sales,Cost,Profit
2025-12-11,2025,12,New York,Corporate,Online,Clothing,Clothing,Socks,74,226.51,0.18,13744.63,12012.24,1732.39
2023-12-17,2023,12,San Diego,Corporate,In-Store,Clothing,Clothing,Men's T-Shirt,64,163.4,0.19,8470.66,7505.51,965.15
2024-08-18,2024,8,San Jose,Corporate,Online,Clothing,Clothing,Socks,91,45.0,0.04,3931.2,2468.56,1462.64
2024-06-25,2024,6,New York,Consumer,In-Store,Clothing,Clothing,Women's Jeans,50,66.28,0.25,2485.5,1836.87,648.63
2023-01-11,2023,1,Philadelphia,Consumer,In-Store,Clothing,Clothing,Jacket,23,658.11,0.06,14228.34,11039.18,3189.16
2024-04-02,2024,4,San Antonio,Consumer,In-Store,Electronics,Electronics,iPhone 14 Pro,73,208.85,0.05,14483.75,11527.36,2956.39
2025-04-09,2025,4,Houston,Small Business,Online,Clothing,Clothing,Women's Jeans,37,415.31,0.09,13983.49,11734.23,2249.26
2025-07-12,2025,7,San Diego,Home Office,In-Store,Electronics,Electronics,Nikon D3500 DSLR,20,604.48,0.12,10638.85,9215.09,1423.76
2025-06-05,2025,6,San Jose,Home Office,In-Store,Office Supplies,Office Supplies,Stapler,39,78.02,0.15,2586.36,1901.98,684.38
2024-10-04,2024,10,Houston,Consumer,In-Store,Furniture,Furniture,Standing Desk,19,445.23,0.29,6006.15,3686.37,2319.78
2023-02-24,2023,2,San Antonio,Home Office,Online,Furniture,Furniture,Standing Desk,6,672.77,0.27,2946.73,2642.46,304.27
2024-08-24,2024,8,Houston,Consumer,In-Store,Clothing,Clothing,Men's T-Shirt,82,262.98,0.09,19623.57,13672.35,5951.22
2025-10-24,2025,10,San Antonio,Home Office,In-Store,Clothing,Clothing,Jacket,29,816.4,0.27,17283.19,11089.29,6193.9
2023-07-09,2023,7,Phoenix,Home Office,Online,Office Supplies,Office Supplies,Printer Paper,100,300.31,0.02,29430.38,20866.7,8563.68
2024-03-21,2024,3,San Antonio,Corporate,In-Store,Office Supplies,Office Supplies,Desk Lamp,98,230.01,0.14,19385.24,14514.31,4870.93
2024-09-25,2024,9,Los Angeles,Corporate,Online,Office Supplies,Office Supplies,Desk Lamp,52,383.83,0.15,16965.29,15047.24,1918.05
2023-05-09,2023,5,San Antonio,Consumer,Online,Electronics,Electronics,GoPro HERO11,52,219.59,0.03,11076.12,6674.77,4401.35
2024-01-19,2024,1,San Diego,Corporate,Online,Electronics,Electronics,Sony WH-1000XM5,33,338.09,0.17,9260.29,7397.2,1863.09
2024-05-05,2024,5,Phoenix,Corporate,Online,Electronics,Electronics,Sony WH-1000XM5,17,961.02,0.1,14703.61,8986.74,5716.87
2025-01-02,2025,1,Phoenix,Consumer,In-Store,Clothing,Clothing,Sneakers,65,750.11,0.02,47782.01,34278.15,13503.86
2025-02-03,2025,2,Los Angeles,Consumer,In-Store,Electronics,Electronics,GoPro HERO11,98,504.42,0.08,45478.51,27798.77,17679.74
2023-02-03,2023,2,Phoenix,Consumer,In-Store,Clothing,Clothing,Women's Jeans,25,391.89,0.02,9601.31,6750.71,2850.6
2023-02-11,2023,2,Dallas,Consumer,Online,Furniture,Furniture,File Cabinet,84,257.22,0.22,16853.05,13085.34,3767.71
2024-05-26,2024,5,San Jose,Corporate,In-Store,Furniture,Furniture,Standing Desk,62,859.52,0.16,44763.8,27681.78,17082.02
2023-11-15,2023,11,Dallas,Corporate,Online,Clothing,Clothing,Jacket,81,399.62,0.21,25571.68,18357.35,7214.33
2025-02-02,2025,2,San Jose,Corporate,In-Store,Electronics,Electronics,GoPro HERO11,60,240.95,0.02,14167.86,11021.22,3146.64
2024-10-21,2024,10,San Diego,Consumer,Online,Office Supplies,Office Supplies,Desk Lamp,13,799.19,0.29,7376.52,5506.79,1869.73
2024-11-27,2024,11,San Diego,Consumer,Online,Office Supplies,Office Supplies,Notebook,57,351.11,0.1,18011.94,12554.94,5457.0
2024-01-24,2024,1,Houston,Home Office,Online,Electronics,Electronics,Fitbit Versa 4,25,53.04,0.29,941.46,686.21,255.25
2023-06-14,2023,6,Houston,Consumer,Online,Furniture,Furniture,File Cabinet,87,969.19,0.22,65769.23,50325.19,15444.04
2024-12-23,2024,12,Philadelphia,Small Business,In-Store,Clothing,Clothing,Women's Jeans,75,762.88,0.12,50350.08,40857.76,9492.32
2024-05-22,2024,5,Dallas,Small Business,Online,Clothing,Clothing,Jacket,71,472.03,0.11,29827.58,20604.77,9222.81
2025-02-06,2025,2,Dallas,Small Business,In-Store,Clothing,Clothing,Socks,93,955.86,0.03,86228.13,65352.58,20875.55
2023-03-06,2023,3,Phoenix,Home Office,In-Store,Office Supplies,Office Supplies,Printer Paper,27,606.94,0.05,15568.01,12956.04,2611.97
2025-03-03,2025,3,Houston,Small Business,In-Store,Office Supplies,Office Supplies,Printer Paper,96,946.46,0.01,89951.56,71023.67,18927.89
2023-08-23,2023,8,Los Angeles,Home Office,In-Store,Office Supplies,Office Supplies,Ballpoint Pen,71,159.29,0.18,9273.86,7403.07,1870.79
2025-12-22,2025,12,Philadelphia,Home Office,Online,Clothing,Clothing,Sneakers,63,810.2,0.16,42875.78,35553.62,7322.16
2023-04-06,2023,4,San Jose,Home Office,In-Store,Electronics,Electronics,iPhone 14 Pro,47,682.81,0.02,31450.23,27979.54,3470.69
2025-04-02,2025,4,San Antonio,Corporate,Online,Furniture,Furniture,File Cabinet,6,677.84,0.14,3497.65,2756.53,741.12
2025-12-21,2025,12,Dallas,Home Office,In-Store,Office Supplies,Office Supplies,Ballpoint Pen,39,102.51,0.08,3678.06,2671.81,1006.25
2024-11-01,2024,11,Chicago,Consumer,Online,Office Supplies,Office Supplies,Ballpoint Pen,24,351.72,0.14,7259.5,5807.35,1452.15
2023-09-26,2023,9,Philadelphia,Small Business,In-Store,Furniture,Furniture,Standing Desk,41,395.43,0.28,11673.09,9911.65,1761.44
2023-06-03,2023,6,Houston,Home Office,Online,Furniture,Furniture,Standing Desk,6,138.35,0.22,647.48,534.99,112.49
2023-04-30,2023,4,Phoenix,Home Office,Online,Furniture,Furniture,File Cabinet,78,128.77,0.1,9039.65,6728.86,2310.79
2025-09-16,2025,9,San Antonio,Consumer,In-Store,Clothing,Clothing,Women's Jeans,31,538.92,0.22,13031.09,10538.84,2492.25
2023-05-25,2023,5,San Jose,Home Office,In-Store,Furniture,Furniture,Office Chair,68,520.32,0.19,28659.23,17231.69,11427.54
2023-09-24,2023,9,San Jose,Small Business,In-Store,Electronics,Electronics,MacBook Pro 16,99,913.98,0.03,87769.5,78060.45,9709.05
2023-10-09,2023,10,Phoenix,Small Business,Online,Electronics,Electronics,MacBook Pro 16,83,321.55,0.21,21084.03,16227.33,4856.7
2025-10-15,2025,10,San Jose,Home Office,Online,Electronics,Electronics,MacBook Pro 16,93,808.78,0.17,62429.73,45812.1,16617.63
2023-06-25,2023,6,Chicago,Corporate,Online,Office Supplies,Office Supplies,Desk Lamp,13,175.55,0.23,1757.26,1080.9,676.36
2023-04-02,2023,4,San Diego,Corporate,In-Store,Furniture,Furniture,Standing Desk,38,864.6,0.02,32197.7,21212.49,10985.21
2024-08-17,2024,8,Philadelphia,Home Office,In-Store,Clothing,Clothing,Men's T-Shirt,95,493.95,0.24,35663.19,25995.27,9667.92
2024-11-11,2024,11,Dallas,Consumer,In-Store,Electronics,Electronics,Fitbit Versa 4,66,820.97,0.06,50932.98,36122.72,14810.26
2023-06-01,2023,6,Philadelphia,Home Office,In-Store,Electronics,Electronics,GoPro HERO11,72,255.6,0.14,15826.75,10338.06,5488.69
2024-01-08,2024,1,Los Angeles,Home Office,In-Store,Furniture,Furniture,Standing Desk,46,629.99,0.16,24342.81,21787.17,2555.64
2025-05-26,2025,5,San Diego,Home Office,Online,Clothing,Clothing,Jacket,76,268.37,0.03,19784.24,12850.55,6933.69
2023-09-04,2023,9,Philadelphia,Small Business,Online,Office Supplies,Office Supplies,Stapler,39,841.36,0.1,29531.74,18786.11,10745.63
2024-12-14,2024,12,Phoenix,Home Office,Online,Clothing,Clothing,Sneakers,31,497.31,0.18,12641.62,9637.34,3004.28
2025-11-17,2025,11,San Diego,Corporate,Online,Furniture,Furniture,File Cabinet,61,830.52,0.28,36476.44,23075.32,13401.12
2024-04-13,2024,4,New York,Corporate,Online,Clothing,Clothing,Women's Jeans,91,486.52,0.3,30991.32,26127.96,4863.36
2023-08-17,2023,8,Phoenix,Corporate,Online,Furniture,Furniture,Standing Desk,59,246.99,0.02,14280.96,11236.28,3044.68
2024-10-11,2024,10,Los Angeles,Consumer,Online,Clothing,Clothing,Jacket,62,58.94,0.25,2740.71,1878.28,862.43
2025-02-14,2025,2,New York,Corporate,Online,Office Supplies,Office Supplies,Desk Lamp,52,683.91,0.13,30940.09,22617.11,8322.98
2025-02-02,2025,2,San Antonio,Consumer,Online,Furniture,Furniture,Standing Desk,23,852.8,0.25,14710.8,12675.99,2034.81
2024-06-07,2024,6,San Jose,Home Office,Online,Furniture,Furniture,File Cabinet,74,518.68,0.21,30322.03,25886.16,4435.87
2025-07-18,2025,7,New York,Home Office,In-Store,Office Supplies,Office Supplies,Notebook,41,925.67,0.07,35295.8,25332.42,9963.38
2024-07-22,2024,7,Houston,Home Office,In-Store,Clothing,Clothing,Women's Jeans,21,963.73,0.3,14166.83,11756.02,2410.81
2025-03-04,2025,3,Los Angeles,Home Office,In-Store,Furniture,Furniture,Office Chair,98,214.02,0.2,16779.17,14665.62,2113.55
2023-07-11,2023,7,Chicago,Small Business,In-Store,Office Supplies,Office Supplies,Printer Paper,31,196.41,0.1,5479.84,3955.18,1524.66
2025-02-14,2025,2,Phoenix,Small Business,Online,Furniture,Furniture,Office Chair,82,750.87,0.08,56645.63,44654.3,11991.33
2023-04-02,2023,4,Philadelphia,Home Office,In-Store,Electronics,Electronics,MacBook Pro 16,41,369.26,0.08,13928.49,11070.63,2857.86
2023-09-03,2023,9,Philadelphia,Small Business,In-Store,Clothing,Clothing,Women's Jeans,90,798.42,0.16,60360.55,50184.46,10176.09
2025-03-17,2025,3,Phoenix,Corporate,Online,Furniture,Furniture,Standing Desk,36,621.84,0.13,19476.03,13082.99,6393.04
2024-02-06,2024,2,Houston,Consumer,Online,Furniture,Furniture,File Cabinet,33,295.48,0.12,8580.74,5351.02,3229.72
2023-05-07,2023,5,Phoenix,Small Business,Online,Clothing,Clothing,Women's Jeans,46,669.23,0.08,28321.81,21407.93,6913.88
2025-06-08,2025,6,San Diego,Consumer,Online,Electronics,Electronics,MacBook Pro 16,80,414.7,0.14,28531.36,19609.45,8921.91
2024-03-24,2024,3,Los Angeles,Corporate,In-Store,Clothing,Clothing,Women's Jeans,70,76.3,0.2,4272.8,3596.85,675.95
2025-04-25,2025,4,Los Angeles,Corporate,Online,Office Supplies,Office Supplies,Printer Paper,66,958.41,0.26,46808.74,42000.36,4808.38
2023-10-14,2023,10,Los Angeles,Consumer,In-Store,Clothing,Clothing,Women's Jeans,93,62.91,0.1,5265.57,3686.29,1579.28
2025-07-06,2025,7,Chicago,Corporate,Online,Electronics,Electronics,Sony WH-1000XM5,33,88.3,0.04,2797.34,1890.16,907.18
2023-04-24,2023,4,San Diego,Home Office,Online,Office Supplies,Office Supplies,Printer Paper,9,777.65,0.0,6998.85,5420.88,1577.97
2023-06-06,2023,6,Houston,Small Business,Online,Office Supplies,Office Supplies,Notebook,100,960.51,0.11,85485.39,58471.87,27013.52
2023-07-05,2023,7,Dallas,Small Business,Online,Electronics,Electronics,MacBook Pro 16,12,856.15,0.23,7910.83,7100.12,810.71
2023-02-04,2023,2,Chicago,Small Business,Online,Electronics,Electronics,GoPro HERO11,52,990.14,0.15,43764.19,33408.57,10355.62
2023-03-27,2023,3,Los Angeles,Consumer,In-Store,Electronics,Electronics,Sony WH-1000XM5,55,134.37,0.22,5764.47,5016.95,747.52
2023-08-29,2023,8,Chicago,Small Business,Online,Clothing,Clothing,Socks,75,965.75,0.29,51426.19,38055.03,13371.16
2024-11-01,2024,11,Chicago,Home Office,In-Store,Clothing,Clothing,Men's T-Shirt,9,71.98,0.03,628.39,404.96,223.43
2023-10-21,2023,10,San Antonio,Small Business,In-Store,Electronics,Electronics,MacBook Pro 16,56,274.86,0.2,12313.73,10792.49,1521.24
2024-11-18,2024,11,Philadelphia,Home Office,Online,Electronics,Electronics,Nikon D3500 DSLR,48,313.72,0.25,11293.92,8007.47,3286.45
2025-09-29,2025,9,New York,Corporate,Online,Furniture,Furniture,Conference Table,96,882.22,0.19,68601.43,56498.89,12102.54
2023-12-13,2023,12,Chicago,Corporate,Online,Clothing,Clothing,Men's T-Shirt,50,859.13,0.14,36942.59,30906.15,6036.44
2024-08-10,2024,8,San Diego,Home Office,In-Store,Furniture,Furniture,File Cabinet,74,353.28,0.24,19868.47,14736.09,5132.38
2025-05-30,2025,5,San Jose,Consumer,In-Store,Furniture,Furniture,Office Chair,17,958.53,0.15,13850.76,9300.26,4550.5
2025-03-12,2025,3,Dallas,Consumer,In-Store,Clothing,Clothing,Men's T-Shirt,90,593.01,0.14,45898.97,35241.0,10657.97
2024-06-16,2024,6,Dallas,Corporate,In-Store,Office Supplies,Office Supplies,Desk Lamp,86,695.12,0.26,44237.44,27561.74,16675.7
2023-09-28,2023,9,Chicago,Corporate,Online,Furniture,Furniture,Bookshelf,80,468.18,0.02,36705.31,28393.43,8311.88
2024-02-16,2024,2,San Diego,Corporate,In-Store,Clothing,Clothing,Men's T-Shirt,22,33.46,0.0,736.12,581.3,154.82
2023-03-12,2023,3,Philadelphia,Small Business,Online,Furniture,Furniture,File Cabinet,25,745.8,0.04,17899.2,15775.54,2123.66
2024-06-19,2024,6,Los Angeles,Small Business,In-Store,Electronics,Electronics,Sony WH-1000XM5,88,443.4,0.21,30825.17,21287.73,9537.44
2024-01-26,2024,1,Houston,Consumer,In-Store,Electronics,Electronics,Samsung Galaxy S23,78,438.44,0.06,32146.42,25350.09,6796.33
2025-03-29,2025,3,San Diego,Consumer,Online,Office Supplies,Office Supplies,Desk Lamp,40,711.54,0.24,21630.82,16134.26,5496.56
2023-05-13,2023,5,San Jose,Small Business,Online,Electronics,Electronics,Nikon D3500 DSLR,13,153.36,0.0,1993.68,1647.64,346.04
2025-10-08,2025,10,Philadelphia,Consumer,In-Store,Electronics,Electronics,Fitbit Versa 4,30,88.41,0.04,2546.21,1561.82,984.39
2025-10-17,2025,10,Los Angeles,Home Office,In-Store,Office Supplies,Office Supplies,Stapler,54,885.31,0.26,35376.99,28023.68,7353.31
2023-10-11,2023,10,San Antonio,Corporate,Online,Clothing,Clothing,Men's T-Shirt,41,809.32,0.08,30527.55,26449.63,4077.92
2023-10-19,2023,10,San Antonio,Corporate,Online,Clothing,Clothing,Jacket,87,145.39,0.24,9613.19,7380.25,2232.94
2024-02-16,2024,2,Philadelphia,Home Office,In-Store,Office Supplies,Office Supplies,Stapler,88,300.73,0.02,25934.96,22807.25,3127.71
2025-06-29,2025,6,New York,Home Office,Online,Furniture,Furniture,Conference Table,44,301.7,0.27,9690.6,6467.15,3223.45
2024-04-20,2024,4,San Antonio,Corporate,Online,Office Supplies,Office Supplies,Desk Lamp,19,122.34,0.18,1906.06,1149.22,756.84
2023-03-05,2023,3,Dallas,Consumer,In-Store,Electronics,Electronics,Samsung Galaxy S23,37,770.16,0.05,27071.12,22558.37,4512.75
2024-07-17,2024,7,San Jose,Consumer,In-Store,Electronics,Electronics,Kindle Paperwhite,11,834.86,0.24,6979.43,4229.01,2750.42
2025-03-25,2025,3,San Antonio,Small Business,Online,Furniture,Furniture,File Cabinet,6,363.98,0.1,1965.49,1655.07,310.42
2025-09-23,2025,9,Dallas,Small Business,Online,Electronics,Electronics,Sony WH-1000XM5,73,638.47,0.19,37752.73,29317.02,8435.71
2025-01-11,2025,1,Dallas,Corporate,Online,Office Supplies,Office Supplies,Stapler,64,845.15,0.01,53548.7,36083.91,17464.79
2023-09-07,2023,9,Phoenix,Small Business,Online,Office Supplies,Office Supplies,Notebook,11,993.8,0.09,9947.94,8178.68,1769.26
2024-09-03,2024,9,Dallas,Consumer,In-Store,Office Supplies,Office Supplies,Ballpoint Pen,60,57.84,0.18,2845.73,2305.57,540.16
2025-05-08,2025,5,Chicago,Small Business,Online,Furniture,Furniture,Office Chair,74,565.53,0.12,36827.31,23414.63,13412.68
2023-02-16,2023,2,Dallas,Consumer,Online,Clothing,Clothing,Women's Jeans,34,189.8,0.07,6001.48,4002.06,1999.42
2024-03-23,2024,3,Dallas,Consumer,Online,Electronics,Electronics,Dell XPS 13,55,292.23,0.08,14786.84,9221.02,5565.82
2023-01-16,2023,1,Philadelphia,Corporate,Online,Office Supplies,Office Supplies,Notebook,91,701.94,0.0,63876.54,53097.34,10779.2
2024-04-30,2024,4,New York,Small Business,Online,Furniture,Furniture,Conference Table,46,412.69,0.3,13288.62,10855.48,2433.14
2024-07-15,2024,7,New York,Consumer,Online,Electronics,Electronics,Fitbit Versa 4,64,34.53,0.15,1878.43,1545.21,333.22
2023-06-21,2023,6,New York,Small Business,In-Store,Furniture,Furniture,Office Chair,6,52.29,0.16,263.54,161.08,102.46
2025-06-21,2025,6,Phoenix,Small Business,In-Store,Furniture,Furniture,Bookshelf,96,442.24,0.09,38634.09,32190.86,6443.23
2023-02-13,2023,2,San Diego,Consumer,Online,Electronics,Electronics,iPhone 14 Pro,61,677.61,0.13,35960.76,30934.0,5026.76
2024-05-26,2024,5,Houston,Corporate,In-Store,Clothing,Clothing,Sneakers,69,298.28,0.29,14612.74,10435.16,4177.58
2024-06-19,2024,6,New York,Corporate,In-Store,Furniture,Furniture,File Cabinet,59,362.09,0.24,16236.12,14189.8,2046.32
2025-12-09,2025,12,San Antonio,Corporate,In-Store,Furniture,Furniture,Office Chair,24,780.49,0.18,15360.04,13816.41,1543.63
2024-03-18,2024,3,Chicago,Corporate,In-Store,Clothing,Clothing,Women's Jeans,65,945.53,0.07,57157.29,34481.45,22675.84
2023-11-01,2023,11,New York,Consumer,In-Store,Electronics,Electronics,Kindle Paperwhite,44,570.48,0.02,24599.1,16125.71,8473.39
2025-09-22,2025,9,San Antonio,Corporate,Online,Furniture,Furniture,Standing Desk,47,319.13,0.07,13949.17,12286.02,1663.15
2023-11-07,2023,11,New York,Home Office,In-Store,Office Supplies,Office Supplies,Stapler,80,159.56,0.28,9190.66,6543.92,2646.74
2024-09-09,2024,9,San Antonio,Home Office,Online,Electronics,Electronics,Dell XPS 13,68,483.5,0.17,27288.74,17735.18,9553.56
2024-04-28,2024,4,Los Angeles,Home Office,In-Store,Clothing,Clothing,Sneakers,53,923.73,0.01,48468.11,37789.5,10678.61
2025-04-06,2025,4,San Diego,Small Business,In-Store,Clothing,Clothing,Jacket,49,568.32,0.17,23113.57,13956.86,9156.71
2023-08-02,2023,8,San Antonio,Home Office,In-Store,Electronics,Electronics,Kindle Paperwhite,67,236.22,0.27,11553.52,7278.07,4275.45
2024-12-11,2024,12,San Antonio,Home Office,Online,Office Supplies,Office Supplies,Ballpoint Pen,29,470.23,0.02,13363.94,8253.63,5110.31
2023-11-26,2023,11,Los Angeles,Consumer,Online,Office Supplies,Office Supplies,Ballpoint Pen,16,680.13,0.01,10773.26,8275.49,2497.77
2024-03-30,2024,3,Houston,Small Business,Online,Office Supplies,Office Supplies,Stapler,75,155.75,0.08,10746.75,6681.21,4065.54
2025-03-04,2025,3,Dallas,Corporate,In-Store,Furniture,Furniture,Conference Table,97,377.47,0.19,29657.82,18210.31,11447.51
2023-02-03,2023,2,Philadelphia,Home Office,In-Store,Electronics,Electronics,Samsung Galaxy S23,56,246.18,0.08,12683.19,9120.17,3563.02
2024-02-22,2024,2,Dallas,Home Office,Online,Furniture,Furniture,Bookshelf,56,611.28,0.16,28754.61,24872.84,3881.77
2024-07-23,2024,7,Chicago,Corporate,Online,Office Supplies,Office Supplies,Ballpoint Pen,62,737.97,0.2,36603.31,22020.92,14582.39
2025-02-13,2025,2,Dallas,Corporate,In-Store,Electronics,Electronics,Fitbit Versa 4,88,861.35,0.26,56091.11,45972.61,10118.5
2025-06-20,2025,6,Phoenix,Corporate,Online,Office Supplies,Office Supplies,Ballpoint Pen,30,181.98,0.26,4039.96,2830.04,1209.92
2024-03-15,2024,3,San Diego,Consumer,Online,Office Supplies,Office Supplies,Notebook,100,641.51,0.13,55811.37,33745.92,22065.45
2024-08-20,2024,8,New York,Consumer,Online,Office Supplies,Office Supplies,Stapler,93,258.52,0.2,19233.89,14381.92,4851.97
2023-09-16,2023,9,San Diego,Consumer,Online,Electronics,Electronics,iPhone 14 Pro,32,513.47,0.21,12980.52,9159.58,3820.94
2025-03-23,2025,3,San Jose,Home Office,Online,Electronics,Electronics,iPhone 14 Pro,94,712.82,0.04,64324.88,45465.19,18859.69
2023-03-20,2023,3,Los Angeles,Home Office,Online,Office Supplies,Office Supplies,Stapler,90,188.82,0.12,14954.54,12339.63,2614.91
2024-11-04,2024,11,Los Angeles,Home Office,Online,Furniture,Furniture,Bookshelf,8,744.06,0.03,5773.91,4948.95,824.96
2025-10-10,2025,10,Chicago,Small Business,In-Store,Office Supplies,Office Supplies,Notebook,48,128.03,0.06,5776.71,3910.39,1866.32
2025-12-31,2025,12,San Antonio,Consumer,In-Store,Electronics,Electronics,Dell XPS 13,94,29.5,0.29,1968.83,1747.82,221.01
2025-09-13,2025,9,Dallas,Corporate,In-Store,Furniture,Furniture,Bookshelf,75,217.6,0.2,13056.0,8215.61,4840.39
2023-06-12,2023,6,Chicago,Small Business,In-Store,Electronics,Electronics,Dell XPS 13,6,318.01,0.26,1411.96,1175.35,236.61
2023-01-27,2023,1,San Jose,Home Office,In-Store,Electronics,Electronics,Fitbit Versa 4,98,957.96,0.3,65716.06,48575.28,17140.78
2023-06-25,2023,6,San Diego,Consumer,Online,Furniture,Furniture,Standing Desk,33,978.48,0.24,24540.28,15787.97,8752.31
2023-10-26,2023,10,San Jose,Consumer,In-Store,Office Supplies,Office Supplies,Stapler,16,588.31,0.13,8189.28,6786.88,1402.4
2025-04-06,2025,4,Houston,Home Office,Online,Office Supplies,Office Supplies,Notebook,84,549.83,0.1,41567.15,31689.59,9877.56
2024-01-07,2024,1,Philadelphia,Home Office,Online,Furniture,Furniture,Office Chair,81,898.46,0.12,64042.23,39187.19,24855.04
2024-06-14,2024,6,New York,Small Business,In-Store,Clothing,Clothing,Sneakers,87,334.21,0.03,28203.98,18682.73,9521.25
2024-09-10,2024,9,Chicago,Small Business,In-Store,Furniture,Furniture,File Cabinet,85,804.82,0.26,50623.18,42322.95,8300.23
2025-12-21,2025,12,Chicago,Consumer,In-Store,Clothing,Clothing,Men's T-Shirt,46,933.86,0.17,35654.77,24841.15,10813.62
2024-06-14,2024,6,New York,Corporate,In-Store,Office Supplies,Office Supplies,Ballpoint Pen,44,850.53,0.0,37423.32,25733.5,11689.82
2023-03-11,2023,3,New York,Corporate,Online,Furniture,Furniture,File Cabinet,50,667.61,0.06,31377.67,26607.7,4769.97
2024-09-07,2024,9,Dallas,Corporate,Online,Clothing,Clothing,Socks,80,117.45,0.19,7610.76,5811.04,1799.72
2023-12-18,2023,12,San Jose,Home Office,In-Store,Office Supplies,Office Supplies,Desk Lamp,30,986.74,0.23,22793.69,15494.7,7298.99
2023-01-23,2023,1,San Diego,Small Business,Online,Office Supplies,Office Supplies,Stapler,74,847.32,0.18,51415.38,44959.2,6456.18
2023-03-29,2023,3,Dallas,Home Office,Online,Office Supplies,Office Supplies,Desk Lamp,60,279.44,0.27,12239.47,10928.77,1310.7
2024-10-19,2024,10,Phoenix,Small Business,Online,Office Supplies,Office Supplies,Printer Paper,93,276.93,0.22,20088.5,16157.9,3930.6
2023-06-29,2023,6,San Jose,Small Business,Online,Office Supplies,Office Supplies,Printer Paper,23,993.49,0.25,17137.7,14822.18,2315.52
2025-12-07,2025,12,Houston,Home Office,In-Store,Electronics,Electronics,MacBook Pro 16,54,996.04,0.15,45718.24,39093.13,6625.11
2025-01-14,2025,1,San Antonio,Consumer,In-Store,Furniture,Furniture,Standing Desk,5,501.3,0.06,2356.11,1553.34,802.77
2025-03-01,2025,3,San Antonio,Consumer,In-Store,Electronics,Electronics,Dell XPS 13,49,960.16,0.18,38579.23,27055.04,11524.19
2025-07-02,2025,7,Philadelphia,Small Business,In-Store,Office Supplies,Office Supplies,Stapler,69,115.76,0.04,7667.94,6664.04,1003.9
2023-03-01,2023,3,Dallas,Corporate,Online,Clothing,Clothing,Women's Jeans,44,794.62,0.07,32515.85,22904.26,9611.59
2024-01-29,2024,1,San Diego,Corporate,In-Store,Clothing,Clothing,Socks,3,880.08,0.22,2059.39,1414.62,644.77
2025-12-25,2025,12,Los Angeles,Corporate,In-Store,Electronics,Electronics,iPhone 14 Pro,63,255.46,0.26,11909.55,9873.85,2035.7
2025-04-25,2025,4,Los Angeles,Corporate,In-Store,Electronics,Electronics,GoPro HERO11,13,825.2,0.29,7616.6,5958.1,1658.5
2025-06-18,2025,6,Chicago,Consumer,Online,Office Supplies,Office Supplies,Ballpoint Pen,6,956.93,0.02,5626.75,4431.87,1194.88
2024-05-20,2024,5,San Antonio,Small Business,In-Store,Electronics,Electronics,Dell XPS 13,36,882.29,0.09,28903.82,18890.34,10013.48
2025-01-30,2025,1,San Jose,Consumer,Online,Clothing,Clothing,Women's Jeans,76,765.43,0.0,58172.68,48167.65,10005.03
2024-02-25,2024,2,Dallas,Consumer,In-Store,Electronics,Electronics,Kindle Paperwhite,53,482.26,0.02,25048.58,20865.16,4183.42
2023-06-19,2023,6,Houston,Corporate,Online,Clothing,Clothing,Men's T-Shirt,61,759.19,0.18,37974.68,26243.01,11731.67
2025-12-14,2025,12,San Jose,Consumer,Online,Furniture,Furniture,Standing Desk,81,767.58,0.02,60930.5,39715.63,21214.87
2023-04-28,2023,4,Houston,Consumer,In-Store,Electronics,Electronics,Fitbit Versa 4,88,394.23,0.27,25325.34,19490.4,5834.94
2024-08-02,2024,8,San Jose,Home Office,Online,Clothing,Clothing,Sneakers,64,788.29,0.02,49441.55,39417.0,10024.55
2025-03-25,2025,3,Chicago,Corporate,In-Store,Office Supplies,Office Supplies,Notebook,84,225.27,0.08,17408.87,13875.42,3533.45
2025-07-13,2025,7,Los Angeles,Home Office,Online,Furniture,Furniture,Conference Table,25,889.49,0.02,21792.51,15906.7,5885.81
2025-11-04,2025,11,Los Angeles,Home Office,Online,Furniture,Furniture,Bookshelf,15,956.09,0.11,12763.8,7964.43,4799.37
2024-08-07,2024,8,Dallas,Corporate,Online,Office Supplies,Office Supplies,Ballpoint Pen,96,758.02,0.23,56032.84,33729.43,22303.41
2023-03-16,2023,3,New York,Corporate,In-Store,Furniture,Furniture,Standing Desk,22,285.39,0.14,5399.58,3949.26,1450.32
2025-04-29,2025,4,Phoenix,Home Office,In-Store,Electronics,Electronics,Kindle Paperwhite,61,76.5,0.11,4153.19,3592.98,560.21
2023-04-03,2023,4,San Diego,Small Business,In-Store,Clothing,Clothing,Women's Jeans,61,43.96,0.08,2467.04,1510.03,957.01
2025-12-17,2025,12,Phoenix,Small Business,Online,Furniture,Furniture,Conference Table,65,615.89,0.29,28423.32,19286.58,9136.74
2024-05-19,2024,5,Los Angeles,Corporate,Online,Clothing,Clothing,Men's T-Shirt,47,935.96,0.12,38711.31,27267.8,11443.51
2025-11-30,2025,11,Chicago,Corporate,Online,Clothing,Clothing,Socks,26,393.24,0.01,10122.0,7414.69,2707.31
2025-10-05,2025,10,Philadelphia,Corporate,In-Store,Clothing,Clothing,Jacket,25,213.63,0.06,5020.3,3157.51,1862.79
2023-06-17,2023,6,New York,Corporate,In-Store,Office Supplies,Office Supplies,Ballpoint Pen,80,427.95,0.1,30812.4,26256.97,4555.43
